i,j,label_i,label_j,pearson,spearman,signed_diff,absdiff,signed_ratio,abs_ratio,mean_abs_strength,abs_dominance,sign_agreement,sign_relation
3,6,канал[3],канал[6],-0.052500465775283035,-0.05572344772344773,0.0032229819481646924,0.0032229819481646924,0.942161117449872,0.942161117449872,0.05411195674936538,-0.0032229819481646924,1.0,знак совпадает
3,7,канал[3],канал[7],-0.0485889962206401,-0.04685153885153886,-0.0017374573691012404,0.0017374573691012404,1.037084318075588,1.037084318075588,0.047720267536089475,0.0017374573691012404,1.0,знак совпадает
3,8,канал[3],канал[8],-0.049180245002780044,-0.04902049302049302,-0.0001597519822870222,0.0001597519822870222,1.0032588815910162,1.0032588815910162,0.04910036901163653,0.0001597519822870222,1.0,знак совпадает
3,9,канал[3],канал[9],-0.05158741955228953,-0.05152809952809954,-5.932002418999188e-05,5.932002418999188e-05,1.00115121700069,1.00115121700069,0.05155775954019454,5.932002418999188e-05,1.0,знак совпадает
3,10,канал[3],канал[10],-0.052691817757666994,-0.05530770730770731,0.002615889550040315,0.002615889550040315,0.952702983410853,0.952702983410853,0.05399976253268715,-0.002615889550040315,1.0,знак совпадает
3,11,канал[3],канал[11],-0.04667539945363505,-0.04627447027447028,-0.00040092917916477455,0.00040092917916477455,1.0086641549171005,1.0086641549171005,0.046474934864052665,0.00040092917916477455,1.0,знак совпадает
3,12,канал[3],канал[12],-0.05206335923001789,-0.05241770841770842,0.00035434918769052665,0.00035434918769052665,0.9932398954783225,0.9932398954783225,0.05224053382386315,-0.00035434918769052665,1.0,знак совпадает
3,13,канал[3],канал[13],-0.054680947221239354,-0.055730743730743736,0.0010497965095043818,0.0010497965095043818,0.9811630629841162,0.9811630629841162,0.05520584547599154,-0.0010497965095043818,1.0,знак совпадает
3,14,канал[3],канал[14],-0.04695601010032685,-0.048297792297792304,0.0013417821974654534,0.0013417821974654534,0.9722185604428386,0.9722185604428386,0.047626901199059574,-0.0013417821974654534,1.0,знак совпадает
3,15,канал[3],канал[15],-0.05248927457568456,-0.053172257172257174,0.0006829825965726163,0.0006829825965726163,0.9871552829822511,0.9871552829822511,0.05283076587397087,-0.0006829825965726163,1.0,знак совпадает
3,16,канал[3],канал[16],-0.048172159934399446,-0.05358636558636559,0.005414205651966146,0.005414205651966146,0.8989629993987925,0.8989629993987925,0.050879262760382515,-0.005414205651966146,1.0,знак совпадает
3,17,канал[3],канал[17],-0.05478807053391216,-0.05402038202038202,-0.0007676885135301376,0.0007676885135301376,1.0142110900519083,1.0142110900519083,0.05440422627714709,0.0007676885135301376,1.0,знак совпадает
3,18,канал[3],канал[18],-0.037683161568928335,-0.04223515823515824,0.004551996666229907,0.004551996666229907,0.8922225734094529,0.8922225734094529,0.03995915990204329,-0.004551996666229907,1.0,знак совпадает
3,19,канал[3],канал[19],0.03306276894479654,0.00815093615093615,0.02491183279386039,0.02491183279386039,4.056315536344769,4.056315536344769,0.020606852547866344,0.02491183279386039,1.0,знак совпадает
4,5,канал[4],канал[5],0.9965528566760176,0.9957840477840478,0.00076880889196973,0.00076880889196973,1.0007720638763802,1.0007720638763802,0.9961684522300327,0.00076880889196973,1.0,знак совпадает
4,6,канал[4],канал[6],0.9966166164353437,0.99586343986344,0.0007531765719037686,0.0007531765719037686,1.0007563050733213,1.0007563050733213,0.9962400281493918,0.0007531765719037686,1.0,знак совпадает
4,7,канал[4],канал[7],0.9972984843074904,0.9965559725559725,0.0007425117515178492,0.0007425117515178492,1.0007450778199778,1.0007450778199778,0.9969272284317314,0.0007425117515178492,1.0,знак совпадает
4,8,канал[4],канал[8],0.9970399563564581,0.9962068922068922,0.0008330641495659652,0.0008330641495659652,1.00083623608317,1.00083623608317,0.9966234242816752,0.0008330641495659652,1.0,знак совпадает
4,9,канал[4],канал[9],0.9961061110775951,0.9952364992364992,0.0008696118410959075,0.0008696118410959075,1.0008737740645193,1.0008737740645193,0.9956713051570472,0.0008696118410959075,1.0,знак совпадает
4,10,канал[4],канал[10],0.9966755577451067,0.9956151476151477,0.0010604101299590551,0.0010604101299590551,1.001065080350072,1.001065080350072,0.9961453526801272,0.0010604101299590551,1.0,знак совпадает
4,11,канал[4],канал[11],0.9966221929733731,0.9956246156246158,0.0009975773487572726,0.0009975773487572726,1.0010019613146381,1.0010019613146381,0.9961234042989944,0.0009975773487572726,1.0,знак совпадает
4,12,канал[4],канал[12],0.9971192155938476,0.9963940083940085,0.0007252071998391507,0.0007252071998391507,1.0007278317550383,1.0007278317550383,0.9967566119939281,0.0007252071998391507,1.0,знак совпадает
4,13,канал[4],канал[13],0.9960791620882266,0.9949511149511149,0.0011280471371116763,0.0011280471371116763,1.0011337714186763,1.0011337714186763,0.9955151385196708,0.0011280471371116763,1.0,знак совпадает
4,14,канал[4],канал[14],0.9963213672561254,0.9955003195003195,0.000821047755805937,0.000821047755805937,1.0008247589073784,1.0008247589073784,0.9959108433782224,0.000821047755805937,1.0,знак совпадает
4,15,канал[4],канал[15],0.9968031452260656,0.9957312117312119,0.001071933494853683,0.001071933494853683,1.001076528969088,1.001076528969088,0.9962671784786388,0.001071933494853683,1.0,знак совпадает
4,16,канал[4],канал[16],0.9909468669864591,0.9879369999369998,0.0030098670494592694,0.0030098670494592694,1.0030466184075009,1.0030466184075009,0.9894419334617295,0.0030098670494592694,1.0,знак совпадает
4,17,канал[4],канал[17],0.9913546072427598,0.9893324573324573,0.002022149910302473,0.002022149910302473,1.0020439538754797,1.0020439538754797,0.9903435322876086,0.002022149910302473,1.0,знак совпадает
4,18,канал[4],канал[18],0.9904350583175419,0.9874212634212634,0.00301379489627851,0.00301379489627851,1.0030521875595793,1.0030521875595793,0.9889281608694026,0.00301379489627851,1.0,знак совпадает
4,19,канал[4],канал[19],-0.10784999025808027,-0.10861208461208462,0.0007620943540043446,0.0007620943540043446,0.9929833373815978,0.9929833373815978,0.10823103743508244,-0.0007620943540043446,1.0,знак совпадает
